Speaker,Transcription,Transactivity,Regulation,dialog_id,Transactivity 
G,"Uh, you mean now choose some criteria from this that can support emotion regulation?",ELI,F,SE1 12.02,
H,"But I don't think there are any criteria that is about emotional regulation here, right?",CON,F,SE1 12.02,
G,"Uh, and- but you suggest to add-",CON,F,SE1 12.02,
H,"We need to clean it up. Uh, our own, uh, like how we analyze whether a tool is effective for emotional regulation. 
I think we can use some of this, but I don't know whether we want to go so detail into it.",CON,F,SE1 12.02,
G,Mhm.,QC,F,SE1 12.02,
H,"But I think yes, we can do it, one first round, we can go through all and then pick up, like- because I don't think we will have all the information for this because in all the articles they only briefly described the tool.",CON,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
K,Mhm.,QC,F,SE1 12.02,
H,"We may not be able to know whether they have… technological supports it. The students don't know how to
use it or there's a breakdown. So if any information is not
mentioned then we don't have to talk about it at all. Yeah, so- so- my suggestion is that we can either, like, I do like what G suggested- ",CON,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
H,"We do it comprehensively one time, but that's not the main aim. Let’s just name just some key points and we need to focus on the-",CON,F,SE1 12.02,
G,"Yes, you're right.",QC,F,SE1 12.02,
H,emotional regulation parts.,CON,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
H,Otherwise we get distracted by the other parts.,CON,F,SE1 12.02,
K,"Yeah, and then it takes a lot of time. Then when we have to look at all the aspects, that's right.",QC,F,SE1 12.02,
G,"Yes, yeah, definitely right.",QC,F,SE1 12.02,
H,"Yeah. So looking at all the aspects, a brief run through
maybe like 10 minutes to look through and-",INT,F,SE1 12.02,
K,"Yeah, yeah.",QC,F,SE1 12.02,
H,(inaudible) and then we need to- Maybe we can think about the- I think our highlight is the emotional regulation parts.,INT,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
K,Yeah. OK.,QC,F,SE1 12.02,
G,Definitely.,QC,F,SE1 12.02,
K,"Yeah, then, let's try what we can find until Monday. Then we-",EXT,F,SE1 12.02,
H,"Yes, (inaudible).",QC,F,SE1 12.02,
K,"can talk about it, yeah.",EXT,F,SE1 12.02,
H,And then next Monday we can come to- if we can write something. Of course I think we can start writing the description of the tool first.,EXT,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
H,The goal is more of the analysis at heart.,EXT,F,SE1 12.02,
K,Yeah.,QC,F,SE1 12.02,
G,Yes.,QC,F,SE1 12.02,
H,So then we come together on Monday to talk about what other cri- like our selected criterias.,EXT,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
K,Yeah.,QC,F,SE1 12.02,
H,(inaudible). I think that will be good. I don't know.,EXT,F,SE1 12.02,
K,"Yeah, that's a good suggestion. Yeah, I would go with that.",QC,F,SE1 12.02,
G,"And also, it's not about our- our article, but more about that Essi said related our role. It's so interesting. Who is responsible for confidence, for example, or trust, between us.",CON,F,SE1 12.02,
K,Yeah.,QC,F,SE1 12.02,
H,I need to read that- that- that category-,EXT,F,SE1 12.02,
G,Description.,EXT,F,SE1 12.02,
H,"I didn't know that she put it out, because it usually opens to the file that I opened. It doesn't show me the front Page in teams. So I don't know (inaudible) something. So I need to go and…check if I have done the right things. Yeah, OK, so, uh, are we clear about how- what we want to go forward from? Yeah. We can make the Excel sheet and put in the things we have I think.",ELI,P,SE1 12.02,
G,Yes.,QC,P,SE1 12.02,
H,I can try to do it. OK.,EXT,P,SE1 12.02,
G,I tried to copy paste from PDF to excel.,EXT,P,SE1 12.02,
K,Uh-huh.,QC,P,SE1 12.02,
G,"Uh, K's rubrics, but it doesn't work.",EXT,P,SE1 12.02,
K,"Yeah, it doesn't.",QC,P,SE1 12.02,
G,"I- I try to, maybe I should fill it manually.",EXT,P,SE1 12.02,
K,That's fine.,QC,P,SE1 12.02,
H,"Anyone has the- OK, let me see whether this works. I have
something that I can convert it into Excel file, so I’ll see if it works.",ELI,P,SE1 12.02,
G,Uh-huh.,QC,P,SE1 12.02,
H,"If it works, then we can- ah, OK, it's very nicely converted. 
OK.",QC,P,SE1 12.02,
G,"It works, yes?",ELI,P,SE1 12.02,
H,"Yeah yes, let me just put that in our files.",QC,P,SE1 12.02,
H,"OK. And then I'll show you. Uhh, where are we? Should I put under the references and notes? Or I open a new Excel file and I put rubric. OK, I have opened a new file that's called technological tools rubrics. OK. Yeah, do you all see it?",ELI,P,SE1 12.02,
G,"Not yet. Ah yes, technological tool rubrics.",QC,P,SE1 12.02,
H,"Yeah, so I would just-",QC,P,SE1 12.02,
G,Different- different Excel file.,EXT,P,SE1 12.02,
H,"OK, so then at the site we can put the different tools. Each tool will be one column, I guess.",EXT,P,SE1 12.02,
G,Uh-huh.,QC,P,SE1 12.02,
H,Something with the (inaudible).,EXT,P,SE1 12.02,
G,"EMODA, FROCOLE…",EXT,P,SE1 12.02,
H,(inaudible) K.,EXT,,SE1 12.02,
K,Am I back?,ELI,OT,SE1 12.02,
H,Are you back? Can you hear?,ELI,OT,SE1 12.02,
K,"Alright, can you hear me?",ELI,OT,SE1 12.02,
H,Yeah.,QC,OT,SE1 12.02,
G,"Yes, yes we can hear you.",QC,OT,SE1 12.02,
K,OK.,QC,OT,SE1 12.02,
H,"Yeah, so this is what we did. We just made the… We don't have to put so many spacing, right? It could just be-",EXT,P,SE1 12.02,
G,I just- I just want to put two another tools between (inaudible).,EXT,P,SE1 12.02,
H,"OK, ah, the…",QC,P,SE1 12.02,
G,"Can you- can you- could I- put it in chat because I open- ah yes, I couldn't do it?",ELI,P,SE1 12.02,
H,(inaudible) the other two columns.,QC,P,SE1 12.02,
G,"Just a moment I copy, paste and send in chat. This one. S-REG.",EXT,P,SE1 12.02,
H,Mhm.,QC,P,SE1 12.02,
G,"Yes, it's so annoying every time to open new-",QC,OT,SE1 12.02,
H,"(inaudible) open one browser, one with one app. You cannot open a few at the same time.",EXT,OT,SE1 12.02,
G,"Yes, yes, I know but- it's again need to more activities to do it.",QC,OT,SE1 12.02,
H,"Link here. OK. Looks good, so we can just fill this in and if, uh, we have any other comments, we can, uh, just put one more… We can put the comment at the bottom or somewhere I guess. I think that's about it. I think we can (inaudible), yeah. Yeah, I think we are good. Shall we end the meeting?",ELI,R,SE1 12.02,
G,"Ah. Yes, and think about maybe we put in- could you please scroll, scroll down to the end? Just, uh. Emotion regulation criteria. Think about this, maybe yes- or no, in the wrong. 
To add- as you, as you told before, like highlight more or concentrate more on emotion regulation.",EXT,F,SE1 12.02,
H,OK. Maybe we can put the-,QC,F,SE1 12.02,
G,"Yes, and thank you, alright. What does it mean? In the between the- between- how to say? Uh, in the- for example, line 36, should we delete it? This is some- 36, could you please scroll up?",ELI,,SE1 12.02,
G,"Yes, this line should be deleted.",QC,,SE1 12.02,
H,"I just, it's just, um… (inaudible)",EXT,,SE1 12.02,
G,Confused.,EXT,,SE1 12.02,
H,"...'cause at the end of each picture they have this copyright. (inaudible) OK, yeah. OK, we are good.",EXT,R,SE1 12.02,
G,Agreed.,QC,R,SE1 12.02,
H,"OK yeah, looks good. I think we can just remove this not applicable. OK. I think we can end the meeting now. I think it has really nice collections, not, yeah.",EXT,R,SE1 12.02,
G,So. On Monday we will meet at 5?,ELI,F,SE1 12.02,
H,"Yeah, is it OK for everyone? I think we'll have-",ELI,F,SE1 12.02,
G,Yes.,QC,F,SE1 12.02,
H,"to text in the group too, because K (inaudible).",EXT,F,SE1 12.02,
G,Did K send something?,ELI,,SE1 12.02,
KF,Yep.,QC,,SE1 12.02,
G,"OK, OK. Have a nice day.",QC,OT,SE1 12.02,
H,See you on Monday. So we can try to think about the flow...,EXT,F,SE1 12.02,
G,Uh-huh.,QC,F,SE1 12.02,
H,See you. (inaudible) ,EXT,OT,SE1 12.02,
G,"Yes, thank you so much.",QC,OT,SE1 12.02,
H,"OK, bye.",EXT,OT,SE1 12.02,
G,Bye.,EXT,OT,SE1 12.02,
KF,"Alright, bye.",EXT,OT,SE1 12.02,
H,That’s odd. Not sure if the connection went off or something.,,OT,SE1 12.06,EXT
G,"Again, leaving, she's leaving? Hmm, strange.",,OT,SE1 12.06,ELI
H,"Yeah, I think she's typing something.",,OT,SE1 12.06,QC
G,Uh-huh.,,OT,SE1 12.06,QC
H,"Maybe her teams has a problem again. Oh, loading.",,OT,SE1 12.06,EXT
G,OK. We will wait. I always do it.,,OT,SE1 12.06,QC
H,"We were supposed to have our first draft reading next Tuesday, right? (inaudible) I think. OK K's here. OK, so we’re all here.",,F,SE1 12.06,ELI
A,Yep.,,OT,SE1 12.06,QC
G,K? Can you hear us? Oh great.,,OT,SE1 12.06,ELI
K,Yeah,,OT,SE1 12.06,QC
H,"OK, great",,OT,SE1 12.06,QC
K,Sorry for my…,,OT,SE1 12.06,EXT
H,It's OK. Uh.,,OT,SE1 12.06,QC
G,And- and sorry for my switch off camera because I don't know what's the problem right now from the technical side.,,OT,SE1 12.06,EXT
K,No worries.,,OT,SE1 12.06,EXT
H,"OK, so do we want to discuss about the, the paper parts list? 
Share the paper. Hmm, there's the paper. This one, OK. So ah. I think we tried to look at the rubrics, uh, there were quite a few that didn't have the information right? Let me open. uh, the rubrics. This one, right? So are we going to narrow down to choose a few criteria that we want to look at or something? Like I think there were a few that most did not have much information. For example. OK, I think this, uh, what is this, EMODA had a lot of information. I didn't manage to find a lot of information for SEST.",,F,SE1 12.06,ELI
K,"But that's fine. I mean, if there are no- no more information then you can't just invent anything. So I think…",,,SE1 12.06,CON
H,Yeah.,,,SE1 12.06,QC
K,it's fine.,,,SE1 12.06,QC
H,So I think-,,,SE1 12.06,EXT
G,"I, I think in digital- in technical part, not some more information for these free tools.",,,SE1 12.06,EXT
H,Yes. So maybe the technical part is not so important for us as well to analyze.,,P,SE1 12.06,QC
G,And the mobile design as I see.,,P,SE1 12.06,INT
H,"Hmm? Uh, so technical. We do not need to look at this. Ah. 
Accessibility. I'm not sure where you able to find that. I can't find- Yeah, not much.",,P,SE1 12.06,EXT
K,"Not much, no.",,P,SE1 12.06,QC
H,"Yeah. Yeah, for functionality, maybe we can talk a bit, it depends on…",,P,SE1 12.06,QC
G,"But functionality is a main category, first category.",,,SE1 12.06,CON
H,This one?,,,SE1 12.06,ELI
G,Ah yes.,,,SE1 12.06,QC
H,It-,,,SE1 12.06,EXT
G,But- it's repeated under like a sub category on the mobile design.,,,SE1 12.06,CON
H,"Oh, Oh yeah, OK.",,,SE1 12.06,QC
K,Alright.,,,SE1 12.06,QC
G,"And I think, uh, mobile design also is not important for us.",,P,SE1 12.06,EXT
H,Yeah.,,P,SE1 12.06,QC
K,No.,,P,SE1 12.06,QC
H,"This also, like no information at all.",,,SE1 12.06,EXT
G,"Yes, yes data protection.",,,SE1 12.06,QC
H,Social presence.,,,SE1 12.06,EXT
K,I think this can be helpful and especially the collaboration part maybe.,,,SE1 12.06,EXT
G,Uh-huh.,,,SE1 12.06,QC
H,"Yeah, maybe. Maybe we don't have to split them into these three parts because the other two- most of us do not have enough information, so we can just look at it as a whole. Social presence.",,P,SE1 12.06,EXT
G,Uh-huh.,,P,SE1 12.06,QC
H,"Teaching presence, I'm not so sure about this part.",,P,SE1 12.06,EXT
K,"Maybe we can just rename this part. I mean, we don't teach with this tool, but we use it in a kind of way to facilitate emotional regulation, for example. Maybe we could just-",,P,SE1 12.06,CON
H,So like how easy it is to facilitate or something like-,,,SE1 12.06,EXT
K,rename.,,,SE1 12.06,CON
H,"that, how teachers can-",,,SE1 12.06,EXT
G,How teachers can use it.,,,SE1 12.06,EXT
K,"Yeah, usage. Yeah or.",,,SE1 12.06,QC
H,Teacher's usage?,,,SE1 12.06,ELI
G,"Yes, teachers' usage.",,,SE1 12.06,QC
H,"OK, so we can look at this. For my SEST is more like individual. They didn't really talk about like teachers at all.
It's just your own reflection.",,,SE1 12.06,EXT
G,"In my tool Emoda, is more about… It's not collaborative tool, it tested like teachers as- learners interaction, and mostly for teacher's usage.",,,SE1 12.06,EXT
H,"Ah, OK, so our- our tools have different aspects, so mine is-",,P,SE1 12.06,QC
G,Yes. ,,P,SE1 12.06,QC
H,"(inaudible). OK, that's something we can (inaudible) I guess.",,P,SE1 12.06,QC
G,Uh-huh.,,P,SE1 12.06,QC
H,"And cognitive, I'm not so sure. Seems like you all had something under cognitive.",,P,SE1 12.06,EXT
G,It's like just awareness about emotion.,,P,SE1 12.06,EXT
K,"Yeah, that's the same with the S-REG.",,P,SE1 12.06,QC
H,OK. ,,P,SE1 12.06,QC
G,"And how- Uh, we concentrate on more positive rather than negative emotion and in educational context.",,,SE1 12.06,INT
H,How they changed the thinking?,,,SE1 12.06,ELI
G,Yes.,,,SE1 12.06,QC
H,"Like appraisal? OK, so we can keep this part?",,P,SE1 12.06,ELI
K,Yeah.,,P,SE1 12.06,QC
H,"OK. So that we can look at the emotional parts. Anthony, are you able to find articles on FROCOLE or it will just be-",,P,SE1 12.06,ELI
A,"Yeah, I was just gonna say, uhm I will get this- like this part filled in by tonight.",,F,SE1 12.06,QC
G,OK.,,,SE1 12.06,QC
H,"If you have problems finding the articles, we can ask Essi.",,P,SE1 12.06,EXT
K,Yeah.,,P,SE1 12.06,QC
A,"OK, OK.",,P,SE1 12.06,QC
H,"Yeah, because I think I tried to find before but I couldn't
really find. Not sure if I found- I see I didn't. I didn't take a long time to find but I didn't see anything.",,P,SE1 12.06,CON
A,"Yeah, I'll ask my friend, uh, Maria. She's actually one of the main tutors.",,F,SE1 12.06,QC
G,"Supervisor, uh-huh.",,F,SE1 12.06,QC
A,"Uhm, and I'll, I'll ask her if she has anything.",,F,SE1 12.06,EXT
H,"OK, that'll be great.",,F,SE1 12.06,QC
A,I'm sorry I (inaudible).,,,SE1 12.06,EXT
H,"Yeah, it's okay. We have until next week so we just have to get our parts done by Monday maybe.",,F,SE1 12.06,QC
A,Yeah.,,F,SE1 12.06,QC
G,"And I have one suggestion for Kofi. Because in the last session we decided not to assign for you a specific tool. Uh, but now we explain some- some aspects of choosing selected tools and maybe after our conversation you can
find any interesting insights. And recommend us something.",,P,SE1 12.06,EXT
KF,"Oh, come again, the last part.",,P,SE1 12.06,ELI
G,"Uh, during this session, like now we present our tools like some summary that we analyzed and read. And maybe during this session you came up with so- come up with some ideas how we can improve it. For example.",,P,SE1 12.06,EXT
A,"For the paper, right?",,P,SE1 12.06,ELI
G,"Yes yes yes, because as I see now, we four except Kofi like concentrated more on tools.",,P,SE1 12.06,QC
A,Mhm.,,P,SE1 12.06,QC
G,And maybe Kofi can have some external observer.,,P,SE1 12.06,EXT
H,Mhm.,,P,SE1 12.06,QC
G,And can recommend us- ,,P,SE1 12.06,EXT
KF,"Oh, OK.",,P,SE1 12.06,QC
G,Can recommend us more deeply.,,P,SE1 12.06,EXT
H,Like you can integrate all of them together. What’s the- what I-,,P,SE1 12.06,EXT
G,"Yes, yes.",,P,SE1 12.06,QC
H,"did put things across the tools and what can do better like so for my, like for example my tool is more individual, like on the individual level where they will monitor their own emotions. They- they write down what they feel and then they think about what can they do next. And come up with some proactive steps.",,,SE1 12.06,EXT
K,Hmm.,,,SE1 12.06,QC
KF,OK.,,,SE1 12.06,QC
H,"Then I think, um, Galina’s tool is- she was saying is, uh, 
engagement, right? Between teacher and students?",,,SE1 12.06,ELI
G,"Yes, yes, I can explain. For example, could you share please
our Word document?",,,SE1 12.06,ELI
H,"Word document, hold on, let me just open.",,,SE1 12.06,EXT
G,"I uh, I just made some summary about EMODA tool.",,,SE1 12.06,EXT
H,Here.,,,SE1 12.06,EXT
G,"Yes. Is- I see first of all it's some. Uh, some superstructure, and it doesn't exist separately, um. In my- in the research that I have read, uh, EMODA, it's like a dashboard.",,,SE1 12.06,EXT
H,Mhm.,,,SE1 12.06,QC
G,"But a real conversation was in the Speak Plus platform. It's some learning foreign language platform. There, uh, there is an individual lesson for- for student. It's synchronous online lesson between teachers, teacher and learner. And the- during this 45, if remember correctly, session, researchers, uhm, record. First of all, use some Microsoft tools for face
reading. Also other tool for voice recording and recognition. Uh, and they use also self reporting before and after session and breaking emotion peaks with some, uhm, learning activities like sharing documents or sharing audio files or present (inaudible) documents, something like that and it uses mostly in the- in the- in this research, mostly for teachers. But not in real time feedbacking but, uh, post processing. Like after session, teachers can analyze this data, uh, in the- in this dashboard and, uh, implement these ideas for the next lessons. For example like that.",,,SE1 12.06,EXT
K,OK.,,,SE1 12.06,QC
G,"And this is like a- this picture, like a dashboard for teachers.",,,SE1 12.06,EXT
H,Hmm.,,,SE1 12.06,QC
G,"However, if (inaudible) others suggested that it can be used
also for learners. But I can't read- I can’t find more appropriate, yes, information.",,,SE1 12.06,CON
H,Information.,,,SE1 12.06,EXT
